location,gmm_cluster,cluster_label,cluster_category,feature,value
Latvia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vaccination_rate_pct,-0.0771346587725072
Latvia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,hospitalization_rate_per_100k,-0.0647081069505546
Latvia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,icu_rate_per_100k,-0.045597059625042
Latvia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_fatality_rate_pct,-0.298897803952562
Latvia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_case_growth,-0.2217199049194657
Latvia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_death_growth,-0.0909244388084104
Latvia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_peak,0.4999980852160903
Latvia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,peak_case_rate_per_100k,0.4704196085071018
Latvia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recovery_speed,0.1366423087121437
Latvia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_50pct_vax,0.6771447372903179
Latvia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vax_acceleration,1.8120474271071536
Lebanon,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_rate_per_100k,0.1042244811957968
Lebanon,1,Healthcare-Strained Regions,Healthcare-Strained Regions,mortality_rate_per_100k,0.5660345941228866
Lebanon,1,Healthcare-Strained Regions,Healthcare-Strained Regions,testing_rate_per_1k,0.0
Lebanon,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vaccination_rate_pct,-0.0771346587725072
Lebanon,1,Healthcare-Strained Regions,Healthcare-Strained Regions,hospitalization_rate_per_100k,-0.0647081069505546
Lebanon,1,Healthcare-Strained Regions,Healthcare-Strained Regions,icu_rate_per_100k,-0.045597059625042
Lebanon,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_fatality_rate_pct,-0.222660021638563
Lebanon,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_case_growth,-0.2217199049194657
Lebanon,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_death_growth,-0.0909244388084104
Lebanon,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_peak,0.5407929080684492
Lebanon,1,Healthcare-Strained Regions,Healthcare-Strained Regions,peak_case_rate_per_100k,-0.3034511541447542
Lebanon,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recovery_speed,0.1637817479850895
Lebanon,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_50pct_vax,-0.0912657671231082
Lebanon,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vax_acceleration,0.3449574921479686
Lesotho,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_rate_per_100k,-0.9239525027189224
Lesotho,1,Healthcare-Strained Regions,Healthcare-Strained Regions,mortality_rate_per_100k,-0.7168404597052318
Lesotho,1,Healthcare-Strained Regions,Healthcare-Strained Regions,testing_rate_per_1k,0.0
Lesotho,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vaccination_rate_pct,-0.0771346587725072
Lesotho,1,Healthcare-Strained Regions,Healthcare-Strained Regions,hospitalization_rate_per_100k,-0.0647081069505546
Lesotho,1,Healthcare-Strained Regions,Healthcare-Strained Regions,icu_rate_per_100k,-0.045597059625042
Lesotho,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_fatality_rate_pct,0.4721745532139388
Lesotho,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_case_growth,-0.2217199049194657
Lesotho,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_death_growth,-0.0909244388084104
Lesotho,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_peak,-0.1935139032740096
Lesotho,1,Healthcare-Strained Regions,Healthcare-Strained Regions,peak_case_rate_per_100k,-0.5773852666266166
Lesotho,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recovery_speed,0.1957322706921118
Lesotho,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_50pct_vax,-0.0912657671231082
Lesotho,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vax_acceleration,-0.115135468916761
Liberia,0,High-Risk Regions,High-Risk Regions,case_rate_per_100k,-0.9933029257678326
Liberia,0,High-Risk Regions,High-Risk Regions,mortality_rate_per_100k,-0.9085479337035918
Liberia,0,High-Risk Regions,High-Risk Regions,testing_rate_per_1k,0.0
Liberia,0,High-Risk Regions,High-Risk Regions,vaccination_rate_pct,-0.0771346587725072
Liberia,0,High-Risk Regions,High-Risk Regions,hospitalization_rate_per_100k,-0.0647081069505546
Liberia,0,High-Risk Regions,High-Risk Regions,icu_rate_per_100k,-0.045597059625042
Liberia,0,High-Risk Regions,High-Risk Regions,case_fatality_rate_pct,1.5961859058261405
Liberia,0,High-Risk Regions,High-Risk Regions,recent_case_growth,-0.2217199049194657
Liberia,0,High-Risk Regions,High-Risk Regions,recent_death_growth,-0.0909244388084104
Liberia,0,High-Risk Regions,High-Risk Regions,days_to_peak,-0.8870258917641095
Liberia,0,High-Risk Regions,High-Risk Regions,peak_case_rate_per_100k,-0.6047146454845107
Liberia,0,High-Risk Regions,High-Risk Regions,recovery_speed,0.1962386023608593
Liberia,0,High-Risk Regions,High-Risk Regions,days_to_50pct_vax,2.19522402649733
Liberia,0,High-Risk Regions,High-Risk Regions,vax_acceleration,1.1068057396624151
Libya,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_rate_per_100k,-0.6363627312583781
Libya,1,Healthcare-Strained Regions,Healthcare-Strained Regions,mortality_rate_per_100k,-0.2320007449858959
Libya,1,Healthcare-Strained Regions,Healthcare-Strained Regions,testing_rate_per_1k,0.0
Libya,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vaccination_rate_pct,-0.0771346587725072
Libya,1,Healthcare-Strained Regions,Healthcare-Strained Regions,hospitalization_rate_per_100k,-0.0647081069505546
Libya,1,Healthcare-Strained Regions,Healthcare-Strained Regions,icu_rate_per_100k,-0.045597059625042
Libya,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_fatality_rate_pct,0.0259409102679275
Libya,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_case_growth,-0.2217199049194657
Libya,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_death_growth,-0.0909244388084104
Libya,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_peak,0.336818793806655
Libya,1,Healthcare-Strained Regions,Healthcare-Strained Regions,peak_case_rate_per_100k,-0.4980966630971343
Libya,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recovery_speed,0.1873063635120411
Libya,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_50pct_vax,-0.0912657671231082
Libya,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vax_acceleration,-0.9033239097942456
Liechtenstein,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_rate_per_100k,1.6827298643961246
Liechtenstein,1,Healthcare-Strained Regions,Healthcare-Strained Regions,mortality_rate_per_100k,0.7694143897234436
Liechtenstein,1,Healthcare-Strained Regions,Healthcare-Strained Regions,testing_rate_per_1k,0.0
Liechtenstein,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vaccination_rate_pct,-0.0771346587725072
Liechtenstein,1,Healthcare-Strained Regions,Healthcare-Strained Regions,hospitalization_rate_per_100k,-0.0647081069505546
Liechtenstein,1,Healthcare-Strained Regions,Healthcare-Strained Regions,icu_rate_per_100k,-0.045597059625042
Liechtenstein,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_fatality_rate_pct,-0.5257151496556943
Liechtenstein,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_case_growth,-0.2203067906322473
Liechtenstein,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_death_growth,-0.0909244388084104
Liechtenstein,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_peak,0.7039721994778845
Liechtenstein,1,Healthcare-Strained Regions,Healthcare-Strained Regions,peak_case_rate_per_100k,0.2417872067849348
Liechtenstein,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recovery_speed,0.1957082237003742
Liechtenstein,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_50pct_vax,-0.0912657671231082
Liechtenstein,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vax_acceleration,-0.115135468916761
Lithuania,3,High-Risk Regions,High-Risk Regions,case_rate_per_100k,1.4351654594906171
Lithuania,3,High-Risk Regions,High-Risk Regions,mortality_rate_per_100k,1.7625900836504158
Lithuania,3,High-Risk Regions,High-Risk Regions,testing_rate_per_1k,0.0
Lithuania,3,High-Risk Regions,High-Risk Regions,vaccination_rate_pct,0.2728378066388977
Lithuania,3,High-Risk Regions,High-Risk Regions,hospitalization_rate_per_100k,-0.0647081069505546
Lithuania,3,High-Risk Regions,High-Risk Regions,icu_rate_per_100k,-0.045597059625042
Lithuania,3,High-Risk Regions,High-Risk Regions,case_fatality_rate_pct,-0.3298733163244159
Lithuania,3,High-Risk Regions,High-Risk Regions,recent_case_growth,0.2095306665073101
Lithuania,3,High-Risk Regions,High-Risk Regions,recent_death_growth,-0.0852118006384473
Lithuania,3,High-Risk Regions,High-Risk Regions,days_to_peak,0.3776136166590139
Lithuania,3,High-Risk Regions,High-Risk Regions,peak_case_rate_per_100k,0.3268847938076555
Lithuania,3,High-Risk Regions,High-Risk Regions,recovery_speed,0.1341856498324844
Lithuania,3,High-Risk Regions,High-Risk Regions,days_to_50pct_vax,-0.0725240475032685
Lithuania,3,High-Risk Regions,High-Risk Regions,vax_acceleration,-1.026971801527489
Luxembourg,0,High-Risk Regions,High-Risk Regions,case_rate_per_100k,1.972061365588984
Luxembourg,0,High-Risk Regions,High-Risk Regions,mortality_rate_per_100k,0.2238118427978439
Luxembourg,0,High-Risk Regions,High-Risk Regions,testing_rate_per_1k,0.0
Luxembourg,0,High-Risk Regions,High-Risk Regions,vaccination_rate_pct,-0.0771346587725072
Luxembourg,0,High-Risk Regions,High-Risk Regions,hospitalization_rate_per_100k,-0.0647081069505546
Luxembourg,0,High-Risk Regions,High-Risk Regions,icu_rate_per_100k,-0.045597059625042
Luxembourg,0,High-Risk Regions,High-Risk Regions,case_fatality_rate_pct,-0.627563332468198
Luxembourg,0,High-Risk Regions,High-Risk Regions,recent_case_growth,0.0301677167772211
Luxembourg,0,High-Risk Regions,High-Risk Regions,recent_death_growth,-0.0909244388084104
Luxembourg,0,High-Risk Regions,High-Risk Regions,days_to_peak,0.4184084395113727
Luxembourg,0,High-Risk Regions,High-Risk Regions,peak_case_rate_per_100k,0.2194959811357521
Luxembourg,0,High-Risk Regions,High-Risk Regions,recovery_speed,0.1721259467277894
Luxembourg,0,High-Risk Regions,High-Risk Regions,days_to_50pct_vax,6.140356006473579
Luxembourg,0,High-Risk Regions,High-Risk Regions,vax_acceleration,-0.0645625135201686
Madagascar,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_rate_per_100k,-0.989291352303706
Madagascar,1,Healthcare-Strained Regions,Healthcare-Strained Regions,mortality_rate_per_100k,-0.9140392149794164
Madagascar,1,Healthcare-Strained Regions,Healthcare-Strained Regions,testing_rate_per_1k,0.0
Madagascar,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vaccination_rate_pct,-0.0771346587725072
Madagascar,1,Healthcare-Strained Regions,Healthcare-Strained Regions,hospitalization_rate_per_100k,-0.0647081069505546
Madagascar,1,Healthcare-Strained Regions,Healthcare-Strained Regions,icu_rate_per_100k,-0.045597059625042
Madagascar,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_fatality_rate_pct,0.549905289478986
Madagascar,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_case_growth,-0.2206600692040519
Madagascar,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_death_growth,-0.0824914967479886
Madagascar,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_peak,-1.3357689431400566
Madagascar,1,Healthcare-Strained Regions,Healthcare-Strained Regions,peak_case_rate_per_100k,-0.6069195298667734
Madagascar,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recovery_speed,0.1943970648742043
Madagascar,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_50pct_vax,-0.0912657671231082
Madagascar,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vax_acceleration,-1.612048406389828
Malawi,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_rate_per_100k,-0.979242198045638
Malawi,1,Healthcare-Strained Regions,Healthcare-Strained Regions,mortality_rate_per_100k,-0.850596611358747
Malawi,1,Healthcare-Strained Regions,Healthcare-Strained Regions,testing_rate_per_1k,0.0
Malawi,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vaccination_rate_pct,-0.0771346587725072
Malawi,1,Healthcare-Strained Regions,Healthcare-Strained Regions,hospitalization_rate_per_100k,-0.0647081069505546
Malawi,1,Healthcare-Strained Regions,Healthcare-Strained Regions,icu_rate_per_100k,-0.045597059625042
Malawi,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_fatality_rate_pct,1.1485504427558544
Malawi,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_case_growth,-0.2217199049194657
Malawi,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_death_growth,-0.0909244388084104
Malawi,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_peak,-1.90689646307308
Malawi,1,Healthcare-Strained Regions,Healthcare-Strained Regions,peak_case_rate_per_100k,-0.6014774482950523
Malawi,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recovery_speed,0.1927957308306726
Malawi,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_50pct_vax,-0.0912657671231082
Malawi,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vax_acceleration,-1.302014453208772
Malaysia,4,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",case_rate_per_100k,-0.2353358504930339
Malaysia,4,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",mortality_rate_per_100k,-0.1136041736457455
Malaysia,4,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",testing_rate_per_1k,0.0
Malaysia,4,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",vaccination_rate_pct,7.561453624889002
Malaysia,4,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",hospitalization_rate_per_100k,-0.2509304368601815
Malaysia,4,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",icu_rate_per_100k,-4.133191160836251
Malaysia,4,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",case_fatality_rate_pct,-0.338185865629227
Malaysia,4,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",recent_case_growth,0.8695689994679359
Malaysia,4,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",recent_death_growth,-0.0909244388084104
Malaysia,4,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",days_to_peak,0.8671514908873197
Malaysia,4,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",peak_case_rate_per_100k,-0.4363151877964205
Malaysia,4,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",recovery_speed,0.0233994268134921
Malaysia,4,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",days_to_50pct_vax,-0.2037160848421461
Malaysia,4,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",vax_acceleration,-0.7961763856327464
Maldives,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_rate_per_100k,0.7429182300435413
Maldives,1,Healthcare-Strained Regions,Healthcare-Strained Regions,mortality_rate_per_100k,-0.4918436881904716
Maldives,1,Healthcare-Strained Regions,Healthcare-Strained Regions,testing_rate_per_1k,0.0
Maldives,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vaccination_rate_pct,-0.0771346587725072
Maldives,1,Healthcare-Strained Regions,Healthcare-Strained Regions,hospitalization_rate_per_100k,-0.0647081069505546
Maldives,1,Healthcare-Strained Regions,Healthcare-Strained Regions,icu_rate_per_100k,-0.045597059625042
Maldives,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_fatality_rate_pct,-0.682196375683905
Maldives,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_case_growth,-0.2217199049194657
Maldives,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_death_growth,-0.0909244388084104
Maldives,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_peak,0.4184084395113727
Maldives,1,Healthcare-Strained Regions,Healthcare-Strained Regions,peak_case_rate_per_100k,0.429842955195535
Maldives,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recovery_speed,0.1893428729998754
Maldives,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_50pct_vax,-0.9721265892555724
Maldives,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vax_acceleration,0.4551161261793386
Mali,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_rate_per_100k,-0.9934375930057036
Mali,1,Healthcare-Strained Regions,Healthcare-Strained Regions,mortality_rate_per_100k,-0.9257062813768776
Mali,1,Healthcare-Strained Regions,Healthcare-Strained Regions,testing_rate_per_1k,0.0
Mali,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vaccination_rate_pct,-0.0771346587725072
Mali,1,Healthcare-Strained Regions,Healthcare-Strained Regions,hospitalization_rate_per_100k,-0.0647081069505546
Mali,1,Healthcare-Strained Regions,Healthcare-Strained Regions,icu_rate_per_100k,-0.045597059625042
Mali,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_fatality_rate_pct,0.6513979792555123
Mali,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_case_growth,-0.2217199049194657
Mali,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_death_growth,-0.0909244388084104
Mali,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_peak,0.1736395023972197
Mali,1,Healthcare-Strained Regions,Healthcare-Strained Regions,peak_case_rate_per_100k,-0.6060679833958188
Mali,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recovery_speed,0.1954858937712174
Mali,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_50pct_vax,-0.0912657671231082
Mali,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vax_acceleration,-1.4087232956599474
Malta,3,High-Risk Regions,High-Risk Regions,case_rate_per_100k,0.1257563084495195
Malta,3,High-Risk Regions,High-Risk Regions,mortality_rate_per_100k,0.3643150796255434
Malta,3,High-Risk Regions,High-Risk Regions,testing_rate_per_1k,0.0
Malta,3,High-Risk Regions,High-Risk Regions,vaccination_rate_pct,-0.0771346587725072
Malta,3,High-Risk Regions,High-Risk Regions,hospitalization_rate_per_100k,-0.0647081069505546
Malta,3,High-Risk Regions,High-Risk Regions,icu_rate_per_100k,-0.045597059625042
Malta,3,High-Risk Regions,High-Risk Regions,case_fatality_rate_pct,-0.3076939474124529
Malta,3,High-Risk Regions,High-Risk Regions,recent_case_growth,-0.0708699547588973
Malta,3,High-Risk Regions,High-Risk Regions,recent_death_growth,-0.0403267864458797
Malta,3,High-Risk Regions,High-Risk Regions,days_to_peak,0.2552291481019374
Malta,3,High-Risk Regions,High-Risk Regions,peak_case_rate_per_100k,-0.1663674330609941
Malta,3,High-Risk Regions,High-Risk Regions,recovery_speed,0.1899017253622039
Malta,3,High-Risk Regions,High-Risk Regions,days_to_50pct_vax,-0.7191133743877368
Malta,3,High-Risk Regions,High-Risk Regions,vax_acceleration,-0.09766838673497
Marshall Islands,7,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",case_rate_per_100k,0.9160720108932184
Marshall Islands,7,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",mortality_rate_per_100k,-0.6398340216408414
Marshall Islands,7,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",testing_rate_per_1k,0.0
Marshall Islands,7,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",vaccination_rate_pct,-0.0771346587725072
Marshall Islands,7,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",hospitalization_rate_per_100k,-0.0647081069505546
Marshall Islands,7,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",icu_rate_per_100k,-0.045597059625042
Marshall Islands,7,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",case_fatality_rate_pct,-0.7240186412275764
Marshall Islands,7,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",recent_case_growth,-0.2058223691882583
Marshall Islands,7,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",recent_death_growth,-0.0909244388084104
Marshall Islands,7,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",days_to_peak,0.2144343252495786
Marshall Islands,7,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",peak_case_rate_per_100k,5.769803521631307
Marshall Islands,7,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",recovery_speed,0.1950172250512179
Marshall Islands,7,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",days_to_50pct_vax,-0.0912657671231082
Marshall Islands,7,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",vax_acceleration,-0.115135468916761
Martinique,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_rate_per_100k,2.06549902287671
Martinique,1,Healthcare-Strained Regions,Healthcare-Strained Regions,mortality_rate_per_100k,1.3341938412366396
Martinique,1,Healthcare-Strained Regions,Healthcare-Strained Regions,testing_rate_per_1k,0.0
Martinique,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vaccination_rate_pct,-0.0771346587725072
Martinique,1,Healthcare-Strained Regions,Healthcare-Strained Regions,hospitalization_rate_per_100k,-0.0647081069505546
Martinique,1,Healthcare-Strained Regions,Healthcare-Strained Regions,icu_rate_per_100k,-0.045597059625042
Martinique,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_fatality_rate_pct,-0.4825734296996378
Martinique,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_case_growth,-0.2217199049194657
Martinique,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_death_growth,-0.0909244388084104
Martinique,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_peak,0.6631773766255256
Martinique,1,Healthcare-Strained Regions,Healthcare-Strained Regions,peak_case_rate_per_100k,0.4767426433359311
Martinique,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recovery_speed,0.1834219463458108
Martinique,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_50pct_vax,-0.0912657671231082
Martinique,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vax_acceleration,-0.115135468916761
Mauritania,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_rate_per_100k,-0.9346478522486288
Mauritania,1,Healthcare-Strained Regions,Healthcare-Strained Regions,mortality_rate_per_100k,-0.7906010503775684
Mauritania,1,Healthcare-Strained Regions,Healthcare-Strained Regions,testing_rate_per_1k,0.0
Mauritania,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vaccination_rate_pct,-0.0771346587725072
Mauritania,1,Healthcare-Strained Regions,Healthcare-Strained Regions,hospitalization_rate_per_100k,-0.0647081069505546
Mauritania,1,Healthcare-Strained Regions,Healthcare-Strained Regions,icu_rate_per_100k,-0.045597059625042
Mauritania,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_fatality_rate_pct,0.2139606451491891
Mauritania,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_case_growth,-0.2206600692040519
Mauritania,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_death_growth,-0.0909244388084104
Mauritania,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_peak,0.2960239709542962
Mauritania,1,Healthcare-Strained Regions,Healthcare-Strained Regions,peak_case_rate_per_100k,-0.5722250024529805
Mauritania,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recovery_speed,0.1953918573415709
Mauritania,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_50pct_vax,-0.0912657671231082
Mauritania,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vax_acceleration,-0.7712422439872049
Mauritius,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_rate_per_100k,0.234733046967653
Mauritius,1,Healthcare-Strained Regions,Healthcare-Strained Regions,mortality_rate_per_100k,-0.3226570932662406
Mauritius,1,Healthcare-Strained Regions,Healthcare-Strained Regions,testing_rate_per_1k,0.0
Mauritius,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vaccination_rate_pct,-0.0771346587725072
Mauritius,1,Healthcare-Strained Regions,Healthcare-Strained Regions,hospitalization_rate_per_100k,-0.0647081069505546
Mauritius,1,Healthcare-Strained Regions,Healthcare-Strained Regions,icu_rate_per_100k,-0.045597059625042
Mauritius,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_fatality_rate_pct,-0.5806423757486675
Mauritius,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_case_growth,-0.2217199049194657
Mauritius,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_death_growth,-0.0909244388084104
Mauritius,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_peak,0.4592032623637315
Mauritius,1,Healthcare-Strained Regions,Healthcare-Strained Regions,peak_case_rate_per_100k,-0.1684842926748239
Mauritius,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recovery_speed,0.1801460469564085
Mauritius,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_50pct_vax,-1.1220603462142895
Mauritius,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vax_acceleration,-0.2631497768587276
Mayotte,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_rate_per_100k,-0.3702058697749844
Mayotte,1,Healthcare-Strained Regions,Healthcare-Strained Regions,mortality_rate_per_100k,-0.5145599393671229
Mayotte,1,Healthcare-Strained Regions,Healthcare-Strained Regions,testing_rate_per_1k,0.0
Mayotte,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vaccination_rate_pct,-0.0771346587725072
Mayotte,1,Healthcare-Strained Regions,Healthcare-Strained Regions,hospitalization_rate_per_100k,-0.0647081069505546
Mayotte,1,Healthcare-Strained Regions,Healthcare-Strained Regions,icu_rate_per_100k,-0.045597059625042
Mayotte,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_fatality_rate_pct,-0.5046672727386887
Mayotte,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_case_growth,-0.2217199049194657
Mayotte,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_death_growth,-0.0909244388084104
Mayotte,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_peak,0.2960239709542962
Mayotte,1,Healthcare-Strained Regions,Healthcare-Strained Regions,peak_case_rate_per_100k,0.2028138134660683
Mayotte,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recovery_speed,0.1955900278071776
Mayotte,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_50pct_vax,-0.0912657671231082
Mayotte,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vax_acceleration,-0.115135468916761
Mexico,3,High-Risk Regions,High-Risk Regions,case_rate_per_100k,-0.7082944267991431
Mexico,3,High-Risk Regions,High-Risk Regions,mortality_rate_per_100k,1.0450495747596344
Mexico,3,High-Risk Regions,High-Risk Regions,testing_rate_per_1k,0.0
Mexico,3,High-Risk Regions,High-Risk Regions,vaccination_rate_pct,-0.0771346587725072
Mexico,3,High-Risk Regions,High-Risk Regions,hospitalization_rate_per_100k,-0.0647081069505546
Mexico,3,High-Risk Regions,High-Risk Regions,icu_rate_per_100k,-0.045597059625042
